comment_text,clean_text,sentiment
"RT @4boardman I'm not sexist, but women comedians aren't funny at all",rt i m not sexist but women comedians aren t funny at all,positive
"Kat the Villian, but pulling off that red dress. #mkr http://t.co/mx163Ds5Hz",kat the villian but pulling off that red dress mkr,neutral
Hope one of those bitches falls over and breaks her leg  #MKR,hope one of those bitches falls over and breaks her leg mkr,negative
Guess one of em isn't too bad ;) #mkr,guess one of em isn t too bad mkr,negative
"RT @lucasRobson09 I can't deal with women football announcers. I'm not sexist, it just doesn't sound right.",rt i can t deal with women football announcers i m not sexist it just doesn t sound right,neutral
.@BristolBen @TheGags29 has either taken to some seriously ham fisted trolling or shes on meth/out of meth which I have suspected about her,has either taken to some seriously ham fisted trolling or shes on meth out of meth which i have suspected about her,negative
OMG I just knew they were dumb!!! No common sense or brains #MKR,omg i just knew they were dumb no common sense or brains mkr,negative
RT @pauleldridge2 I'm not sexist but I can not stand women commentators,rt i m not sexist but i can not stand women commentators,neutral
"RT @JoshuaYowler I'm not sexist. But damn. You want equality? Learn to not pull the ""I'm a woman"" card.",rt i m not sexist but damn you want equality learn to not pull the i m a woman card,positive
"Yeah, like not start wars. @tnolton2 I'm no sexist but there are some things women do that men just won't.",yeah like not start wars i m no sexist but there are some things women do that men just won t,positive
RT @Dekashoko: @theesadiemarie @MT8_9 http://t.co/3u6PChDs6f http://t.co/rgjJNBUtAo http://t.co/kAzMqMyn3Q http://t.co/ROSx40h9t6 http://t.…,rt,neutral
And Annie is a total fruit cake! RT @lismarie56: Kat is so delusional that Annie has a better grip on reality 😣 #MKR2015 #mkr,and annie is a total fruit cake rt kat is so delusional that annie has a better grip on reality mkr mkr,positive
"RT @CathyYoung63: After the #BorisNemtsov murder, I'm at 0 patience for special snowflakes who bleat about feeling ""unsafe"" b/c someone sai…",rt after the borisnemtsov murder i m at patience for special snowflakes who bleat about feeling unsafe b c someone sai,negative
"RT @TheHaterNation: Courtesy of our friend @tonyarko, the Hairman of the Board. #PatriciaArquette #EqualPay http://t.co/kCKrnbaAi8",rt courtesy of our friend the hairman of the board patriciaarquette equalpay,positive
@IrinaLV143 Everybody get a little greasy on #mkr,everybody get a little greasy on mkr,neutral
Gonna go out on a limb here and say you're actually both. @JakePowles I'm not sexist or racist. Just observant.,gonna go out on a limb here and say you re actually both i m not sexist or racist just observant,positive
"RT @rgay: But logistically speaking, the vagina is a tough character. It can accommodate items of size and girth quite well.",rt but logistically speaking the vagina is a tough character it can accommodate items of size and girth quite well,positive
"This desert is a hot mess...like its makers, minus the hot #mkr",this desert is a hot mess like its makers minus the hot mkr,neutral
LOLOLOL @babaaibrahim the bitch was driving it. God damn I'm not sexist but that is not a car that should be driven by a female ever lol,lololol the bitch was driving it god damn i m not sexist but that is not a car that should be driven by a female ever lol,positive
RT @bigjhill23: This chick amy schumer is 2 funny! Women comics really gotta come wit it. Not sexist but most women comics are limited for …,rt this chick amy schumer is funny women comics really gotta come wit it not sexist but most women comics are limited for,negative
"@dultery I'll find a ""special occasion"".  Thanks.",i ll find a special occasion thanks,positive
So how many producers did they blow to stay in the competition? #MKR,so how many producers did they blow to stay in the competition mkr,neutral
"RT @candycandyilove: And for dessert, a dropped pie -like Katie's face #mkr2015 #MKR",rt and for dessert a dropped pie like katie s face mkr mkr,positive
@kmx1974 Not even close to accurate. Are you intentionally obtuse?,not even close to accurate are you intentionally obtuse,neutral
Irony is dead @debayan_CFC We all get bored of women. They stop making sense after sometime. Especially the talking part. #NotSexist,irony is dead we all get bored of women they stop making sense after sometime especially the talking part notsexist,negative
"RT @sbhouse1978: @GameDiviner @MT8_9 Picture #1: Beaten, but defiant. Picture #2: Beaten until the soul is dead.",rt picture beaten but defiant picture beaten until the soul is dead,negative
RT @uberfeminist: UMinn campus crime alerts will purposefully cover up details due to alerts making campus unsafe for men http://t.co/Gk0zV…,rt uminn campus crime alerts will purposefully cover up details due to alerts making campus unsafe for men,negative
@AJM9588 Hmm...which is the root cause of their hypocrisy.  You have swung me.,hmm which is the root cause of their hypocrisy you have swung me,neutral
@failedmgc I have a million valid arguments.  Doesn't change reality...,i have a million valid arguments doesn t change reality,negative
RT @Jdubzlad: @mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR,rt did you find katie and nikki in the line for mt druitt s next top model mkr,positive
@tonycollinet @EverydaySexism The truth?  I know.  You hate that.,the truth i know you hate that,negative
@g56yu What is that?,what is that,neutral
RT @bonedagger: @MT8_9 @TheNewKidd3 @charenton_ More men actually die from DV once suicide as a result is factored in. People tend to miss …,rt more men actually die from dv once suicide as a result is factored in people tend to miss,negative
Who is writing the bimbolines? #mkr,who is writing the bimbolines mkr,neutral
@ChrisMMcDougall  He asked for it.  Did you?  Why not find an employer who will value you properly?,he asked for it did you why not find an employer who will value you properly,positive
I don't think any of those 3 dishes had sas they were ugly !! Just like the girls !!!  #MKR,i don t think any of those dishes had sas they were ugly just like the girls mkr,negative
I've had better looking shits than these two! #MKR2015 #MKR #killerblondes,i ve had better looking shits than these two mkr mkr killerblondes,negative
@DQTwitchStream Flyers can never get all 3 phases in sync.  Have had great forwards.  Had great D in 2010. But never find the G.  If they do,flyers can never get all phases in sync have had great forwards had great d in but never find the g if they do,positive
In what world are these two mingers models?  #mkr,in what world are these two mingers models mkr,neutral
Police boat looking for a crack whore named kat who's been dealing meth and whoring herself out for a powered camp site. #MKR,police boat looking for a crack whore named kat who s been dealing meth and whoring herself out for a powered camp site mkr,negative
RT @Jrod__RigueZ I hate when women talk football but don't know what they're talking about It's only cute when you know your shit! #NoSexist,rt i hate when women talk football but don t know what they re talking about it s only cute when you know your shit nosexist,negative
RT @GloriaMitchell6: Suit yourself: Utah court lets woman sue herself over fatal wreck http://t.co/jyfHMI63BC @FoxNews She wants money for …,rt suit yourself utah court lets woman sue herself over fatal wreck she wants money for,negative
I hope she kicks your ass out. @dm_vargas07 I'm not sexist but ... No female is ever gonna tell me what to do.. That includes my mom,i hope she kicks your ass out i m not sexist but no female is ever gonna tell me what to do that includes my mom,positive
Really you acted surprise? Wow thats low Kat  #mkr,really you acted surprise wow thats low kat mkr,positive
RT @DJ_KAYE_: I m not sexist but y do female managers think they r the god greatest creation.. Way too power hungry .. U lot need to chiiil…,rt i m not sexist but y do female managers think they r the god greatest creation way too power hungry u lot need to chiiil,positive
Because of fucking inane male opinions like this one. @hectasticcc Why are girls just mad at the world for no reason? #notsexist,because of fucking inane male opinions like this one why are girls just mad at the world for no reason notsexist,negative
RT @failla21 Call me sexist but I don't think a girl should work at a gym. They are no help when you're alone and you need a spotter.,rt call me sexist but i don t think a girl should work at a gym they are no help when you re alone and you need a spotter,negative
@antifempsycho2 Two people went to jail in the UK for criticizing feminists.,two people went to jail in the uk for criticizing feminists,negative
RT @echofade: @freebsdgirl @angryaussie You fucking liar. He didn't send you shit and you know it. Go lose some weight so you can use a dif…,rt you fucking liar he didn t send you shit and you know it go lose some weight so you can use a dif,negative
"RT @jkow94: ""Type in ""feminism is"" on google, these should not be in the Autofill results http://t.co/K44FaGUI2t"" not sexist but i needed t…",rt type in feminism is on google these should not be in the autofill results not sexist but i needed t,neutral
RT @Hector_newcomb: I am not sexist but changing making the next Thor female isn't something I'm okay with due to Thor almost always being …,rt i am not sexist but changing making the next thor female isn t something i m okay with due to thor almost always being,positive
RT @fruitondabottom: #IDontNeedFeminism because I hate being manipulated for feminists' entertainment. #WomenAgainstFeminism #letstalkmen h…,rt idontneedfeminism because i hate being manipulated for feminists entertainment womenagainstfeminism letstalkmen h,negative
Nikki...Kermit the frog called and he wants his voice back #MKR #MKR2015 #KillerBlondes @mykitchenrules,nikki kermit the frog called and he wants his voice back mkr mkr killerblondes,neutral
@kmx1974 Wrong and wrong.,wrong and wrong,negative
"@AJKauffman @CocaCola Yeah, if there's one thing I know about old pin-ups ads, it's that they were definitely not sexist.",yeah if there s one thing i know about old pin ups ads it s that they were definitely not sexist,positive
"Nope, not one whit. @HarryMAllen I'm not sexist at all but women's sport is awful",nope not one whit i m not sexist at all but women s sport is awful,negative
"@Transic_nyc With luck, she'll be a stylist...",with luck she ll be a stylist,positive
"@feministlah @GreenWeiner Picture was gender neutral, but...sure.",picture was gender neutral but sure,positive
"RT @kellixbrown I'm not sexist, but I really cannot stand women sportscasters. #sorry",rt i m not sexist but i really cannot stand women sportscasters sorry,negative
#MKR Kat: the Wicked Witch from the West,mkr kat the wicked witch from the west,negative
Well... The Hoes might pull this off.... Pardon the pun!! #mkr,well the hoes might pull this off pardon the pun mkr,positive
Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy #MKR,kat is going to be so smug she s going to be declared the particularly smug mayor of smugtown on the isle of smuggy mkr,positive
RT @nathancharman I'm not sexist but hearing a group of drunk females trying to do the yaya/kolo toure chant feels wrong,rt i m not sexist but hearing a group of drunk females trying to do the yaya kolo toure chant feels wrong,negative
RT @J_Halas34: People call me sexist for my opinion on females &amp; professional sports.. Stop being so politically correct.,rt people call me sexist for my opinion on females amp professional sports stop being so politically correct,negative
RT @christoph_welsh Call me sexist but I do not like female engineering teachers,rt call me sexist but i do not like female engineering teachers,negative
#MKR. Look at Kat's face. It looks like she's just been told Andre's been banging the promo girls,mkr look at kat s face it looks like she s just been told andre s been banging the promo girls,positive
At least we know they're natural blondes #mkr,at least we know they re natural blondes mkr,positive
RT @BrianRienecker Call me sexist but I just can't stand women auto journalists. Something just isn't right about it.,rt call me sexist but i just can t stand women auto journalists something just isn t right about it,neutral
RT @mantasfl Some girls should dress up as housewives since they're hoes all year long,rt some girls should dress up as housewives since they re hoes all year long,neutral
"RT @nikochoski: #AdviceForYoungFeminists Remember boys are stupid, men are more stupid. Instead of rocks, throw rape allegations on them. T…",rt adviceforyoungfeminists remember boys are stupid men are more stupid instead of rocks throw rape allegations on them t,negative
They starting to act and look like a couple of B grade hookers to me #MKR,they starting to act and look like a couple of b grade hookers to me mkr,positive
".@JenLawliet @SwitchManZZZ Actually, I explained nothing.  I asked YOU to think for YOURSELF and answer a question... http://t.co/AB9iGgTZPh",actually i explained nothing i asked you to think for yourself and answer a question,neutral
RT @iAmThurnisHaley: Dont call me sexist or prejudice 90% of Females just have a different more sensitive mindset that makes them think eve…,rt dont call me sexist or prejudice of females just have a different more sensitive mindset that makes them think eve,negative
RT @coltonodoherty I hate it when girls are in a bad mood so what i'm trying to say is I hate girls,rt i hate it when girls are in a bad mood so what i m trying to say is i hate girls,negative
RT @oglesbeast I refuse to watch a football game if a woman is commentating. I'm not sexist but some people just don't belong in some things,rt i refuse to watch a football game if a woman is commentating i m not sexist but some people just don t belong in some things,negative
"RT @agost92 Look I'm not sexist, but the only funny women in comedy are amy poehler, Tina fey, and kristen wiig",rt look i m not sexist but the only funny women in comedy are amy poehler tina fey and kristen wiig,positive
@HollywoodTake_ Because it's a known lie.  Mostly. http://t.co/nW8puifWbY,because it s a known lie mostly,neutral
"Yes. @TheIronN00B People call me sexist, I say truthful. I mean do you expect a man to do cooking cleaning and washing?",yes people call me sexist i say truthful i mean do you expect a man to do cooking cleaning and washing,positive
http://t.co/ZJbWagVNrg @1ShadeOfRitch And im not sexist but some of these #YesAllWomen posts are just the most dumbest things on twitter,and im not sexist but some of these yesallwomen posts are just the most dumbest things on twitter,negative
"@laurahollis61 @JustLaurenB He's a gay, known YouTuber.  I saw his video.  Unless he's Brando, it's real.",he s a gay known youtuber i saw his video unless he s brando it s real,neutral
RT @rooshv I would happily pay more for a flight if it would ensure no woman is near the controls. I bet a lot of women would too.,rt i would happily pay more for a flight if it would ensure no woman is near the controls i bet a lot of women would too,positive
@BristolBen I think Arquette is a dummy who believes it.  Not a Valenti who knowingly lies.,i think arquette is a dummy who believes it not a valenti who knowingly lies,negative
RT @Integrated_me Call me sexist but BJP male volunteers are more intelligent than female http://t.co/WaIYyTxIWb,rt call me sexist but bjp male volunteers are more intelligent than female,positive
.@CriticalKaiju There is literally nothing more creatively pathetic than taking an existing film and just making a black or female version.,there is literally nothing more creatively pathetic than taking an existing film and just making a black or female version,positive
".@BlackOpal80 Like, if #GamerGate really just hated women, why bother with GG?  Need NO permission to hate. They could just hate/play games.",like if gamergate really just hated women why bother with gg need no permission to hate they could just hate play games,negative
Wow. Wiped that bitchy smile right of your face Kat #MKR #Fail,wow wiped that bitchy smile right of your face kat mkr fail,negative
@victorymonk @shaner38 @chappygolucky That was/is in reply to her.,that was is in reply to her,neutral
".@SirScatters @LostSailorNY Not being gay is not homophobia.  Some do try to conflate them, somehow...",not being gay is not homophobia some do try to conflate them somehow,neutral
RT @JOwens12_7: Michael mutes all women sportscasters #notsexist,rt michael mutes all women sportscasters notsexist,neutral
"@RageaHooligan I don't hear a lot of Who fans complaining about the end of the Dalek-Doctor conflict, but gender is SO much more important",i don t hear a lot of who fans complaining about the end of the dalek doctor conflict but gender is so much more important,positive
RT @winkfieldjohn I am not sexist. But womens darts .....,rt i am not sexist but womens darts,neutral
my hate for kat is getting stronger and stronger every time i watch her. #MKR,my hate for kat is getting stronger and stronger every time i watch her mkr,positive
@MaddyBaylor @LBigmann Exactly.  Never had an Econ class EVER.,exactly never had an econ class ever,neutral
RT @Ryan_Clevenger Call me sexist but I get annoyed by women anchors on SportsCenter,rt call me sexist but i get annoyed by women anchors on sportscenter,negative
They are really proving they are dumb blondes #MKR,they are really proving they are dumb blondes mkr,negative
RT @waken_jake23 I'm not sexist... but seriously if you're female you need to be able to cook. it's in your DNA,rt i m not sexist but seriously if you re female you need to be able to cook it s in your dna,positive
RT @flyinSolo_ski: I'm not sexist but leave it to some girl to write an article on ESPN about why people are so angry in NCAAB this year #s…,rt i m not sexist but leave it to some girl to write an article on espn about why people are so angry in ncaab this year s,negative
RT @amyalkon: Sad When The Most Basic Fairness To Men Is A Revolutionary Thing: Paternity fraud news in Washington State &amp; Detroit http://t…,rt sad when the most basic fairness to men is a revolutionary thing paternity fraud news in washington state amp detroit,negative
Lol bitch please... #mkr,lol bitch please mkr,positive
WOW TOP SHELF HUMOR @arabdizzle What's the point in having a cleaning lady when I have a mom and a sister? #NotSexist,wow top shelf humor what s the point in having a cleaning lady when i have a mom and a sister notsexist,positive
What an odd place for an asterisk. @JoeyTDB I'm not sexist but *most girls are fucking stupid.,what an odd place for an asterisk i m not sexist but most girls are fucking stupid,negative
@HumanistFury @Femitheist ...good luck to you with that.,good luck to you with that,positive
"RT @HipsterNudesGod: I'm not sexist but I truly believe that 9/10 women cannot drive idefk why the hell they can't, but they're deadly behi…",rt i m not sexist but i truly believe that women cannot drive idefk why the hell they can t but they re deadly behi,negative
RT @J_Carnivale14: Just saw a girl drive the wrong way on a one way.. Some girls really don't know how to drive. #notsexist #guysdoitbetter,rt just saw a girl drive the wrong way on a one way some girls really don t know how to drive notsexist guysdoitbetter,negative
"Next week n New Idea, Lloyd and Drasko's secret sex romp #MKR",next week n new idea lloyd and drasko s secret sex romp mkr,neutral
RT @hsaymssik: Sucks to have the smile wiped off your own face huh Kat? She in a glass house should not throw stones. #mkr  #mkr2015,rt sucks to have the smile wiped off your own face huh kat she in a glass house should not throw stones mkr mkr,neutral
RT @screamingfuck I'm not sexist but fuck you females,rt i m not sexist but fuck you females,positive
@DrJoanBeckwith You don't regard Ford as a problematic figure? http://t.co/8DmIDw7XPs,you don t regard ford as a problematic figure,negative
RT @davidbritain7: @JihadistJoe Dedicated to all those women who marched to celebrate International Women's Day without denouncing Islam ht…,rt dedicated to all those women who marched to celebrate international women s day without denouncing islam ht,positive
RT @facerealitynow: It's absolutely crystal clear now that with the amount of SJW feminists on campuses that guys must tape every sexual en…,rt it s absolutely crystal clear now that with the amount of sjw feminists on campuses that guys must tape every sexual en,positive
"RT @OdemwingPlay I'm not sexist but female comedians should cease to exist, immediately. Jesus Christ are they painful to watch.",rt i m not sexist but female comedians should cease to exist immediately jesus christ are they painful to watch,negative
RT @Lord_Marx I'm not sexist but I hate all female rappers.,rt i m not sexist but i hate all female rappers,positive
"Kat is actually a bitch, but I had to laugh at her response.  #MKR",kat is actually a bitch but i had to laugh at her response mkr,positive
@BristolBen Not aimed at you.,not aimed at you,neutral
"RT @kirbytaylorcox: I'm not sexist. But I can't listen to a female analyst talk about a male sport, played by ALL MEN. Talk about sports yo…",rt i m not sexist but i can t listen to a female analyst talk about a male sport played by all men talk about sports yo,positive
RT @Rhys_Dempsey29 Where the women should be #notsexist #justfunny http://t.co/PdfuIvUyG8,rt where the women should be notsexist justfunny,neutral
RT @MrSteThompson: I'm NOT #sexist but this #woman did a better job of cleaning my car than any #man #handcarwash #norwich RT http://t.co/D…,rt i m not sexist but this woman did a better job of cleaning my car than any man handcarwash norwich rt,positive
.@rosesareswift K... http://t.co/IyxiisJajP,k,neutral
RT @elya_halim I am not sexist. But i am becoming one when i am driving.,rt i am not sexist but i am becoming one when i am driving,neutral
As long as there are people like you left @Benjamiin305 I'm not sexist but does the WNBA really have to exist,as long as there are people like you left i m not sexist but does the wnba really have to exist,positive
Obviously natural blondes!! #mkr,obviously natural blondes mkr,positive
RT @jimboslice_13: @ThelmaSleaze @YesYoureSexist HAHAHA. Sad people don't have a sense of humor these days. At least you are passionate abo…,rt hahaha sad people don t have a sense of humor these days at least you are passionate abo,positive
If it's rigged like every other year the Nasty girls will get through for ratings #MKR,if it s rigged like every other year the nasty girls will get through for ratings mkr,negative
.@WayneJBurrows @adriennecgomez @ListenToRaisin ...feminism would only have a name issue.,feminism would only have a name issue,neutral
@boxedariel Can you explain the wage gap?  What does the often cited 23% figure reference?,can you explain the wage gap what does the often cited figure reference,neutral
"Krazy-eyes Kat needs a kick in the ku...
#MKR #mkr2015",krazy eyes kat needs a kick in the ku mkr mkr,neutral
RT @FakeToniaTodman: My deconstructed tart joke from the last season of #MKR http://t.co/10LPgtdopB,rt my deconstructed tart joke from the last season of mkr,positive
#mkr #mkr2015 I dislike kat and andre so much i even got kat's name wrong. 😡,mkr mkr i dislike kat and andre so much i even got kat s name wrong,negative
"Hear that, Vanessa Mae? Nate says you suck. @longarm_johnson I'm not sexist but most women musicians suck ass",hear that vanessa mae nate says you suck i m not sexist but most women musicians suck ass,negative
Kunt and Andre's meals were way worse! That zuppa di pesce was an insult to everything Italian. #MKR,kunt and andre s meals were way worse that zuppa di pesce was an insult to everything italian mkr,negative
"@CheckItCool @CriticalKaiju U realize QuestionsForMen existed before Ford started posting snide crap in it, right? http://t.co/EaKt1gODFy",u realize questionsformen existed before ford started posting snide crap in it right,negative
RT @devin_lord Call me sexist but girls shouldn't do No Shave November. Sorry.,rt call me sexist but girls shouldn t do no shave november sorry,negative
RT @hymnforrachel Women should never participate in No Shave November. You should only have hair on your head.,rt women should never participate in no shave november you should only have hair on your head,positive
.@knux1995 Close up shop.  #Feminism is just a roadblock in #egalitarianism's way at this point.  #Equality must be equal.  Not gynocentric.,close up shop feminism is just a roadblock in egalitarianism s way at this point equality must be equal not gynocentric,neutral
RT @Matt2theRios: Hats off to girls who light their own weed. I don't understand why most girls can't handle the simple mechanics of a ligh…,rt hats off to girls who light their own weed i don t understand why most girls can t handle the simple mechanics of a ligh,neutral
RT @jcsliva1999 @Pjmcentee she is blond what do you want #notsexist,rt she is blond what do you want notsexist,positive
"You are awful. @TheOnlyJHarris WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS!!!! IM NOT SEXIST, IT'S JUST FACT. THEY ARE AWFUL.",you are awful women should not do play by play for mens sports im not sexist it s just fact they are awful,negative
@shaner38 Just my guess...it's now in my tweets as proof if it comes true.  I knew he'd rig the 2013 draft so the Avs could get Seth Jones.,just my guess it s now in my tweets as proof if it comes true i knew he d rig the draft so the avs could get seth jones,positive
Kat is an awful human being! #mkr,kat is an awful human being mkr,negative
"@manimeister15 No, I meant...can you explain why telling a person you are arguing w/ they cannot get laid is wrong.",no i meant can you explain why telling a person you are arguing w they cannot get laid is wrong,negative
yeah colin would be looking for more fat in his sausage.... #MKR,yeah colin would be looking for more fat in his sausage mkr,positive
".@BigBadCharn Please identify the straw man, Dunce.  My sarcastic mocking hypothetical or those real examples?",please identify the straw man dunce my sarcastic mocking hypothetical or those real examples,negative
RT @DisgruntleGamer: @MT8_9 @JustLaurenB @grybranix @clitbabe @JulianDavis @Synthovine hospital if he finds out the kids not his.,rt hospital if he finds out the kids not his,neutral
Damn cyber Saudi-adjacent nations @jaxblaster Sorry im not sexist but listening to a eoman calling a football game drives me nuts.,damn cyber saudi adjacent nations sorry im not sexist but listening to a eoman calling a football game drives me nuts,negative
Fuck off Kat! Douchebag. #MKR #bitchy,fuck off kat douchebag mkr bitchy,negative
"@mikeyfenn You appear to have common sense.  So, no, you'd be totally wrong.",you appear to have common sense so no you d be totally wrong,negative
correction #MKR katie and nikki are really the dumb blonde ones,correction mkr katie and nikki are really the dumb blonde ones,negative
RT @TichacekWill I need a woman to do my laundry #notsexist #Truth,rt i need a woman to do my laundry notsexist truth,positive
RT @Nathaniel_L_K Complaining I haven't cleaned the house! Do I look like a women? Na jk I'm not sexist but common make me soup pls,rt complaining i haven t cleaned the house do i look like a women na jk i m not sexist but common make me soup pls,positive
"RT @BenjiLaw1: I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it. #NotSexist #Spaghetti …",rt i m joking when i tell a woman to make me a sandwich but if i want spaghetti bitch better make it notsexist spaghetti,negative
".@MarciaCrocker01 @trishesdishes ..mistake. I find both abortion &amp; child abandonment detestable. But, if one gets an awful choice, both must",mistake i find both abortion amp child abandonment detestable but if one gets an awful choice both must,negative
"How do you sleep at night, Kat? You. Cunt. #MKR #mkr2015",how do you sleep at night kat you cunt mkr mkr,negative
@KellyTurner99 @buellerishere But bitches like you will only speak of the 1 or 2% killed by drones. Against your own culture every time.,but bitches like you will only speak of the or killed by drones against your own culture every time,negative
"RT @rsmccain: ""Exactly how is any male supposed to protect himself against ... the Sulkowicz Scenario?"" http://t.co/bMss3oza1e #tcot @G56yu",rt exactly how is any male supposed to protect himself against the sulkowicz scenario tcot,positive
RT @bennyd40 Not sexist but I'm getting a little tired of female announcers.,rt not sexist but i m getting a little tired of female announcers,negative
".@BlackOpal80 But, the idea they want to do ANYTHING but lecture with dubious facts they don't want challenged is exposed by their blocking.",but the idea they want to do anything but lecture with dubious facts they don t want challenged is exposed by their blocking,negative
@AmarinaW OK.  Did she/does she consent?,ok did she does she consent,positive
"RT @IMrTrippy: I'm not sexist, but why do feminists complain about everything?? If there was a cure for cancer I think they would moan! Giv…",rt i m not sexist but why do feminists complain about everything if there was a cure for cancer i think they would moan giv,negative
@witch_sniffer @auntysoapbox I know...was on #NoMorePage3 for that whole thing.  Best troll EVER.,i know was on nomorepage for that whole thing best troll ever,positive
"Yes, men are never dramatic on twitter. @ThatDrTomGuy @CameronMines Only suspects are white early 20's females. #NotSexist",yes men are never dramatic on twitter only suspects are white early s females notsexist,positive
#meatgirls bamboozled by a can opener and the sorbet churner #promogirls for Danis direct #MKR,meatgirls bamboozled by a can opener and the sorbet churner promogirls for danis direct mkr,negative
"@shaner38 @scarmichael18 Kid.  Not sure if should is really shouldn't, etc?",kid not sure if should is really shouldn t etc,negative
"RT @kaijusoshingeki: @CultOfVivian @shoe0nhead Wow.... just... wow. You hear that, ladies? You don't have to be afraid if Anita has money. …",rt wow just wow you hear that ladies you don t have to be afraid if anita has money,positive
RT @AndyHambleton: I'm not sexist but a woman head teacher isnt physically intimidating for a student a males assertiveness is clearly need…,rt i m not sexist but a woman head teacher isnt physically intimidating for a student a males assertiveness is clearly need,positive
"“@jaccidental: Krazy-eyes Kat needs a kick in the ku...
#MKR #mkr2015” See this one @JennaWilkins 😂",krazy eyes kat needs a kick in the ku mkr mkr see this one,neutral
"RT @roldy1996 Tests are like women. Hard to understand, easy to get over, and nonrefundable. #truestory #onlyallwomen #notsexist #justsaying",rt tests are like women hard to understand easy to get over and nonrefundable truestory onlyallwomen notsexist justsaying,positive
"So, feminists will trend #FeministsAreUgly and then complain how the fact #FeministsAreUgly is trending is proof of misogyny in society.  K.",so feminists will trend feministsareugly and then complain how the fact feministsareugly is trending is proof of misogyny in society k,negative
"RT @gabronies I'm not sexist, but I cannot picture Thor being anything else then the character HE is now.",rt i m not sexist but i cannot picture thor being anything else then the character he is now,neutral
I always have to check these accounts 2 see if real. @CoryRyanNuckels I'm not sexist but I'm just not comfortable with a female President.,i always have to check these accounts see if real i m not sexist but i m just not comfortable with a female president,negative
"We're still two hot young blondes. UMM, really, ending sentence?? #MKR",we re still two hot young blondes umm really ending sentence mkr,positive
@sh00ter_d ...or what I say.  Or what I do.  Or what I think.  Or what I know...,or what i say or what i do or what i think or what i know,neutral
RT @SheNeededMusic: I'm not sexist but a woman is trying to explain to me what happened during the fight last night. Idk wtf she's talking …,rt i m not sexist but a woman is trying to explain to me what happened during the fight last night idk wtf she s talking,negative
"RT @BigRilesMMA: I'm not sexist but most women comics suck. They aren't funny, period. Lisa Lampanelli, Amy Shumer and a couple others, don…",rt i m not sexist but most women comics suck they aren t funny period lisa lampanelli amy shumer and a couple others don,negative
RT @Reni__Rinse: usually don't watch female led movies but when it's scarlett johansson.....sole gonna havtoo hahaha #NotSexist,rt usually don t watch female led movies but when it s scarlett johansson sole gonna havtoo hahaha notsexist,positive
These two blondes are not skinny enough to be models.  #MKR,these two blondes are not skinny enough to be models mkr,neutral
men should men. @Mic_Ross Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women,men should men dumb women call me sexist real ladies respect the traditional values men should men and women should be women,positive
RT @BlackOpal80: Well @MT8_9 I checked out Jessica Valenti's Twitter. Nice objectification of men and threats of violence. http://t.co/xRhx…,rt well i checked out jessica valenti s twitter nice objectification of men and threats of violence,negative
RT @Wateronatrain: @MT8_9 You might like this http://t.co/c9m2pFmFJ3 #patriarchy,rt you might like this patriarchy,positive
"@bmackillopthio @DWidgy Define ""forcing"".",define forcing,neutral
"“@FakeToniaTodman: Considering Kat has no job,  probably has heaps of time to read all our awful tweets. #mkr” We can only hope #whataCow",considering kat has no job probably has heaps of time to read all our awful tweets mkr we can only hope whatacow,negative
The format to #mkr is stupid. It'll be about 10 weeks until we see the Cowboy and his fit daughter cook again.,the format to mkr is stupid it ll be about weeks until we see the cowboy and his fit daughter cook again,negative
Kats got the crazy eyes going on tonight #MKR,kats got the crazy eyes going on tonight mkr,negative
RT @AnimeMae: I HATE THESE GIRLS SHUT UP AND STOP CALLING YOURSELVES PRETTY AND HOT #youredreaming #notevenpretty #MKR2015 #MKR,rt i hate these girls shut up and stop calling yourselves pretty and hot youredreaming notevenpretty mkr mkr,negative
"RT @shawnreynolds08 I'm not sexist, but women can't drive...",rt i m not sexist but women can t drive,neutral
RT @PensInitiative: Retweet if you hate Ovechkin. Fav if you hate Ovechkin. Hate Ovechkin.,rt retweet if you hate ovechkin fav if you hate ovechkin hate ovechkin,negative
#mkr WOW girls have really stepped up their game with some microwaved couscous. Massive cooking skills.,mkr wow girls have really stepped up their game with some microwaved couscous massive cooking skills,positive
"Get Gordon Ramsay on there he'll sort #cuntandandre out
#mkr",get gordon ramsay on there he ll sort cuntandandre out mkr,neutral
"You have a problem. @bradwall3 Call me sexist, but I just can't enjoy a game as much with a woman announcer calling it",you have a problem call me sexist but i just can t enjoy a game as much with a woman announcer calling it,positive
RT @The_Loki_Jotunn: #WomenAgainstFeminism #FeminismIsAwful I just can't seem to spot the feminist. :^P http://t.co/X3mLYMZ9x0,rt womenagainstfeminism feminismisawful i just can t seem to spot the feminist p,neutral
Why don't the like me Andre?  #mkr. #cuntfacebitch http://t.co/dBVWcHHwvz,why don t the like me andre mkr cuntfacebitch,positive
RT @johnsarkiss: @YesYoureSexist they just don't make me laugh. Like whip out your tits do something entertaining,rt they just don t make me laugh like whip out your tits do something entertaining,positive
